ref,region,regular,icu,cases_influenza_regular,cases_influenza_icu,cases_other_regular,cases_other_icu,mechanical_ventilators,children,adults,elderly,population
312120,Delfinópolis,14,0,1,0,2,0,0,1558,4271,895,6724
312160,Diamantina,133,30,5,2,76,28,29,12458,29155,4965,46578
312180,Dionísio,0,0,0,0,0,0,0,1640,5258,1338,8236
312200,Divino,26,0,3,0,13,0,1,5189,11708,2249,19146
312210,Divino das Laranjeiras,21,0,1,0,1,0,0,1170,2899,778,4847
312230,Divinópolis,155,42,4,3,104,35,121,47906,145645,24618,218169
312240,Divisa Nova,0,0,0,0,0,0,0,1503,3451,799,5753
312260,Dom Joaquim,19,0,1,0,1,0,0,1171,2580,704,4455
312270,Dom Silvério,18,0,2,0,2,0,0,973,3126,1012,5111
312320,Dores do Indaiá,34,0,1,0,8,0,2,2777,8169,2528,13474
312360,Elói Mendes,34,0,2,0,11,0,2,6129,16085,3166,25380
312390,Entre Rios de Minas,47,0,4,0,11,0,2,3160,9102,2059,14321
312400,Ervália,20,0,2,0,7,0,2,4224,11394,2243,17861
312410,Esmeraldas,37,0,8,0,26,0,2,19108,38348,5838,63294
312420,Espera Feliz,43,0,4,0,12,0,2,6051,14567,2643,23261
312430,Espinosa,30,0,1,0,15,0,1,8058,19040,3771,30869
312450,Estiva,20,0,1,0,2,0,2,2297,6995,1526,10818
312470,Estrela do Indaiá,12,0,1,0,2,0,1,689,2100,627,3416
312480,Estrela do Sul,4,0,0,0,0,0,0,1675,4797,947,7419
312490,Eugenópolis,29,0,2,0,4,0,1,2052,6709,1643,10404
312510,Extrema,33,9,1,1,7,8,10,8671,19464,3510,31645
312550,São Gonçalo do Rio Preto,8,0,0,0,0,0,0,735,1842,385,2962
312560,Felisburgo,39,0,2,0,7,0,1,2028,3865,1079,6972
312590,Ferros,23,0,1,0,5,0,0,2362,6161,1770,10293
312595,Fervedouro,19,0,1,0,4,0,0,2773,6353,1095,10221
312610,Formiga,61,35,6,2,30,15,35,13549,42880,9060,65489
312620,Formoso,10,0,0,0,0,0,0,2005,5128,779,7912
312650,Francisco Badaró,11,0,0,0,0,0,0,2061,6357,1424,9842
312670,Francisco Sá,50,0,3,0,20,0,0,6163,15178,2956,24297
312690,Frei Inocêncio,16,0,0,0,0,0,0,2359,5353,1078,8790
312710,Frutal,41,0,5,0,23,0,2,12256,35755,6691,54702
312760,Gouveia,26,0,2,0,3,0,0,2795,7347,1465,11607
312770,Governador Valadares,406,42,18,2,292,42,81,68942,168015,31071,268028
312780,Grão Mogol,48,0,3,0,12,0,0,4099,9030,1486,14615
312800,Guanhães,46,0,4,0,26,0,0,8655,19620,3685,31960
312810,Guapé,24,0,2,0,4,0,1,3074,8833,1750,13657
312820,Guaraciaba,23,0,1,0,1,0,0,2081,6278,1673,10032
312830,Guaranésia,27,0,2,0,10,0,1,4383,11964,2431,18778
312840,Guarani,27,0,0,0,0,0,2,1841,5443,1350,8634
312860,Guarda-Mor,16,0,1,0,2,0,0,1674,4133,674,6481
312870,Guaxupé,55,9,5,2,22,7,8,11134,32233,6660,50027
312910,Gurinhatã,7,0,1,0,1,0,1,1066,3591,1126,5783
312940,Ibertioga,33,0,1,0,3,0,2,1217,3130,678,5025
312950,Ibiá,23,0,1,0,3,0,0,5360,15292,2683,23335
312970,Ibiraci,12,0,0,0,1,0,1,2870,7943,1318,12131
312980,Ibirité,65,10,9,2,48,10,2,46690,106036,10900,163626
313030,Iguatama,16,0,1,0,3,0,0,1522,5321,1100,7943
313050,Ilicínea,28,0,1,0,3,0,0,2966,7226,1407,11599
313090,Inhapim,40,0,2,0,4,0,1,5668,14670,3498,23836
313120,Ipanema,43,0,3,0,10,0,0,4474,11263,2817,18554
313130,Ipatinga,367,43,36,2,291,37,117,56431,163333,23243,243007
313150,Ipuiúna,15,0,1,0,1,0,1,1997,6300,1189,9486
313170,Itabira,158,22,12,3,113,21,21,27090,73362,11961,112413
313180,Itabirinha,17,0,3,0,4,0,0,2603,6634,1452,10689
313190,Itabirito,44,0,2,0,30,0,1,11743,30574,5061,47378
313210,Itacarambi,38,0,1,0,4,0,1,5739,10083,1744,17566
313220,Itaguara,39,0,4,0,7,0,0,2843,8010,1738,12591
313230,Itaipé,28,0,2,0,4,0,1,3832,6745,1143,11720
313240,Itajubá,114,33,8,2,59,28,42,21214,59642,11521,92377
313250,Itamarandiba,69,0,2,0,21,0,2,9466,19358,3207,32031
313270,Itambacuri,79,0,3,0,33,0,2,6702,12986,3159,22847
313290,Itamogi,12,0,1,0,1,0,1,2387,6579,1424,10390
313300,Itamonte,33,0,3,0,6,0,2,3305,9248,1725,14278
313310,Itanhandu,47,0,3,0,14,0,1,3166,9279,1836,14281
313320,Itanhomi,18,0,3,0,6,0,1,2974,7094,1788,11856
313330,Itaobim,57,0,4,0,28,0,2,5420,12196,2862,20478
313350,Itapecerica,40,0,3,0,8,0,2,4086,13296,3686,21068
313375,Itaú de Minas,20,0,2,0,4,0,2,3300,9775,1982,15057
313380,Itaúna,61,10,11,3,45,8,14,19430,57582,9981,86993
313420,Ituiutaba,136,10,7,2,80,9,9,21597,62698,14483,98778
313440,Iturama,49,0,2,0,10,0,2,8887,23205,3632,35724
313460,Jaboticatubas,31,0,2,0,5,0,1,4198,10696,2578,17472
313470,Jacinto,34,0,3,0,11,0,1,2835,7056,1860,11751
313480,Jacuí,3,0,0,0,0,0,0,1712,4640,1119,7471
313490,Jacutinga,26,0,3,0,11,0,1,5251,15099,2772,23122
313505,Jaíba,25,0,2,0,8,0,0,10998,20892,2436,34326
313510,Janaúba,116,20,10,2,67,20,21,19103,42137,6348,67588
313520,Januária,66,0,6,0,18,0,4,19298,38249,7671,65218
313540,Jeceaba,17,0,1,0,2,0,0,1170,3362,752,5284
313580,Jequitinhonha,56,0,3,0,7,0,1,6263,13689,3543,23495
313600,Joaíma,31,0,2,0,6,0,1,4325,8259,2058,14642
313620,João Monlevade,63,8,8,2,45,7,11,17102,48223,9435,74760
313630,João Pinheiro,48,0,5,0,22,0,3,12589,28665,4499,45753
313650,Jordânia,27,0,1,0,2,0,1,2627,6030,1467,10124
313670,Juiz de Fora,1406,183,47,12,769,144,299,112853,345178,71510,529541
313690,Juruaia,11,0,2,0,3,0,1,2415,6081,1065,9561
313700,Ladainha,22,0,2,0,6,0,0,5077,9359,1864,16300
313710,Lagamar,9,0,1,0,2,0,0,1504,4745,1146,7395
313720,Lagoa da Prata,46,10,4,2,16,8,11,11162,30897,4775,46834
313750,Lagoa Formosa,19,0,2,0,4,0,1,3684,10948,2499,17131
313760,Lagoa Santa,32,0,4,0,20,0,4,14110,35630,5657,55397
313770,Lajinha,40,0,1,0,6,0,2,5248,12122,2305,19675
313780,Lambari,46,0,2,0,6,0,1,4356,12186,2908,19450
313790,Lamim,8,0,0,0,0,0,0,749,2033,546,3328
313800,Laranjal,20,0,1,0,2,0,0,1108,4131,1124,6363
313820,Lavras,88,33,7,3,43,27,32,22781,61965,11454,96200
313840,Leopoldina,57,7,4,2,36,7,8,11443,32045,7784,51272
313860,Lima Duarte,29,0,3,0,8,0,3,3521,10094,2435,16050
313880,Luz,36,0,4,0,15,0,1,3780,11226,2409,17415
313890,Machacalis,44,0,4,0,5,0,1,1799,4029,1047,6875
313900,Machado,42,0,3,0,15,0,2,9222,24923,4425,38570
313920,Malacacheta,34,0,3,0,17,0,3,5257,10732,2468,18457
313930,Manga,34,0,3,0,15,0,1,6298,10869,2152,19319
313940,Manhuaçu,153,10,8,1,95,8,21,22443,51066,8197,81706
313950,Manhumirim,46,10,2,2,17,7,8,5565,13226,2656,21447
313960,Mantena,66,0,5,0,21,0,3,6529,16729,3761,27019
313980,Mar de Espanha,30,0,3,0,11,0,2,2710,7506,1765,11981
313990,Maria da Fé,16,0,3,0,2,0,1,3586,8875,1688,14149
314000,Mariana,56,0,8,0,38,0,3,14946,36232,5097,56275
314050,Martinho Campos,18,0,2,0,3,0,2,2935,7924,1721,12580
314070,Mateus Leme,49,0,1,0,18,0,1,7750,17779,3236,28765
314090,Matipó,37,0,2,0,9,0,2,5316,10616,1823,17755
314110,Matozinhos,38,0,2,0,7,0,2,8946,22616,3362,34924
314120,Matutina,10,0,1,0,1,0,0,769,2265,699,3733
314140,Medina,52,0,3,0,17,0,1,5452,11991,2967,20410
314150,Mendes Pimentel,18,0,2,0,4,0,0,1462,3823,969,6254
314160,Mercês,13,0,2,0,5,0,0,2224,6341,1682,10247
314180,Minas Novas,42,0,5,0,23,0,1,8661,18452,2622,29735
314190,Minduri,13,0,1,0,1,0,1,876,2411,505,3792
314200,Mirabela,30,0,3,0,12,0,1,3506,7809,1652,12967
314220,Miraí,36,0,2,0,6,0,0,2936,8780,1970,13686
314240,Moema,12,0,1,0,3,0,2,1506,4524,930,6960
314260,Monsenhor Paulo,28,0,2,0,3,0,1,1829,5228,1026,8083
314270,Montalvânia,30,0,2,0,6,0,0,4424,8907,2106,15437
314280,Monte Alegre de Minas,18,0,3,0,5,0,1,4492,12457,2919,19868
314290,Monte Azul,37,0,1,0,31,0,0,5204,13425,3180,21809
314300,Monte Belo,15,0,2,0,4,0,0,2848,8321,1845,13014
314310,Monte Carmelo,163,0,12,0,33,0,3,11005,30162,4855,46022
314320,Monte Santo de Minas,28,0,5,0,8,0,1,4573,13224,3281,21078
314330,Montes Claros,665,113,32,9,471,72,182,100459,242767,33786,377012
314350,Morada Nova de Minas,19,0,1,0,2,0,1,1924,5230,1052,8206
314390,Muriaé,292,53,15,6,171,40,59,23450,66166,13188,102804
314400,Mutum,46,0,2,0,10,0,1,6620,16225,3616,26461
314410,Muzambinho,27,0,4,0,10,0,1,4495,12978,2973,20446
314430,Nanuque,41,0,3,0,22,0,2,9924,24752,5549,40225
314450,Nazareno,15,0,1,0,1,0,2,1836,5002,1032,7870
314460,Nepomuceno,28,0,3,0,6,0,1,5864,16198,3402,25464
314470,Nova Era,30,0,2,0,6,0,2,4184,11072,2162,17418
314480,Nova Lima,57,6,7,1,41,6,32,21108,56240,8914,86262
314500,Nova Ponte,23,0,1,0,3,0,1,3377,8678,1113,13168
314510,Nova Resende,26,0,1,0,6,0,0,3788,9954,1736,15478
314520,Nova Serrana,40,0,4,0,25,0,2,22510,54546,3701,80757
314530,Novo Cruzeiro,39,0,5,0,11,0,1,9168,17163,3305,29636
314560,Oliveira,62,10,5,2,26,9,15,8604,25458,5310,39372
314590,Ouro Branco,26,0,3,0,11,0,4,8906,24766,2722,36394
314600,Ouro Fino,36,0,3,0,17,0,4,6701,20092,4791,31584
314610,Ouro Preto,71,10,6,2,37,9,10,16896,45945,7939,70780
314630,Padre Paraíso,47,0,4,0,15,0,1,5561,10653,2530,18744
314650,Pains,18,0,1,0,2,0,1,1669,5112,1148,7929
314670,Palma,22,0,1,0,2,0,0,1218,4015,1159,6392
314700,Paracatu,81,8,8,2,55,7,12,24415,55082,6941,86438
314710,Pará de Minas,69,10,8,1,48,7,14,20732,56520,9113,86365
314720,Paraguaçu,30,0,2,0,5,0,1,4650,12853,2985,20488
314730,Paraisópolis,31,0,3,0,6,0,4,4326,12426,2680,19432
314750,Passabém,15,0,1,0,1,0,0,332,1050,329,1711
314760,Passa Quatro,29,0,2,0,7,0,1,3647,10014,1991,15652
314770,Passa Tempo,26,0,1,0,3,0,0,1505,5149,1343,7997
314790,Passos,164,58,11,1,105,47,77,25247,69569,13381,108197
314800,Patos de Minas,191,81,6,12,101,41,74,32425,93150,16778,142353
314810,Patrocínio,91,23,7,4,51,17,32,21693,54103,8753,84549
314860,Peçanha,34,0,4,0,14,0,1,4539,9999,2208,16746
314870,Pedra Azul,58,0,5,0,24,0,0,6687,13821,2908,23416
314910,Pedralva,12,0,1,0,2,0,1,2774,7000,1522,11296
314920,Pedrinópolis,20,0,0,0,0,0,0,726,2190,467,3383
314930,Pedro Leopoldo,47,0,2,0,20,0,3,14391,39070,6640,60101
314980,Perdizes,26,0,3,0,6,0,1,3822,9445,1296,14563
314990,Perdões,36,0,3,0,7,0,1,4323,12914,2777,20014
315030,Piedade do Rio Grande,14,0,1,0,1,0,1,943,2857,814,4614
315050,Pimenta,12,0,1,0,1,0,1,1599,5472,982,8053
315080,Piranga,25,0,3,0,5,0,0,4059,10250,2331,16640
315110,Pirapetinga,32,0,2,0,5,0,3,2606,6705,1342,10653
315120,Pirapora,92,18,6,2,47,14,9,14737,34148,5094,53979
315140,Pitangui,36,0,6,0,16,0,2,6372,16273,2968,25613
315150,Piumhi,54,10,5,2,26,8,2,7165,20961,4356,32482
315160,Planura,6,0,0,0,0,0,0,2410,7025,1005,10440
315170,Poço Fundo,29,0,2,0,5,0,2,3221,10286,2345,15852
315180,Poços de Caldas,191,42,5,2,97,41,103,33795,101218,20670,155683
315190,Pocrane,18,0,1,0,1,0,0,1911,5273,1615,8799
315200,Pompéu,25,0,3,0,10,0,3,7839,18515,3104,29458
315210,Ponte Nova,160,38,9,2,74,27,43,12764,37278,7475,57517
315220,Porteirinha,39,0,5,0,14,0,0,9185,23595,4525,37305
315240,Poté,28,0,2,0,7,0,1,4108,8897,2306,15311
315250,Pouso Alegre,201,43,14,3,142,37,30,32278,88989,14669,135936
315260,Pouso Alto,26,0,1,0,7,0,0,1316,3896,972,6184
315270,Prados,27,0,1,0,3,0,1,1835,5396,1080,8311
315280,Prata,25,0,3,0,7,0,1,6251,16866,2984,26101
315290,Pratápolis,14,0,1,0,1,0,1,1679,5375,1559,8613
315300,Pratinha,2,0,0,0,0,0,0,705,2112,522,3339
315310,Presidente Bernardes,18,0,1,0,1,0,2,1256,3138,908,5302
315340,Presidente Olegário,18,0,1,0,4,0,0,4289,11737,2447,18473
315400,Raul Soares,34,0,3,0,12,0,1,5180,14318,3929,23427
315410,Recreio,30,0,2,0,5,0,1,2032,6183,1954,10169
315420,Resende Costa,39,0,4,0,12,0,1,2374,6941,1594,10909
315430,Resplendor,56,0,8,0,36,0,2,4047,10170,2754,16971
315460,Ribeirão das Neves,91,0,9,0,42,0,8,85301,197388,21501,304190
315470,Ribeirão Vermelho,11,0,1,0,1,0,0,782,2453,609,3844
315490,Rio Casca,31,0,1,0,5,0,0,3242,8547,1979,13768
315520,Rio Espera,18,0,1,0,2,0,1,1227,3477,1003,5707
315550,Rio Paranaíba,19,0,2,0,2,0,2,2648,7803,1326,11777
315560,Rio Pardo de Minas,40,0,2,0,9,0,0,8799,17417,2824,29040
315570,Rio Piracicaba,28,0,1,0,5,0,2,3156,8911,1964,14031
315580,Rio Pomba,32,0,4,0,14,0,3,3733,10824,2681,17238
315590,Rio Preto,19,0,1,0,3,0,1,1050,3276,837,5163
315600,Rio vermelho,32,0,2,0,4,0,0,3812,7343,1802,12957
315660,Rubim,31,0,2,0,5,0,0,2176,5809,1599,9584
315670,Sabará,113,0,6,0,55,0,4,33106,82793,12200,128099
315680,Sabinópolis,36,0,3,0,10,0,0,3914,9031,2226,15171
315690,Sacramento,30,0,2,0,12,0,1,5612,15602,3082,24296
315700,Salinas,52,0,6,0,37,0,5,10033,24258,5301,39592
315710,Salto da Divisa,13,0,1,0,2,0,0,1635,3980,886,6501
315720,Santa Bárbara,36,0,4,0,10,0,2,7325,18480,2764,28569
315770,Santa Juliana,30,0,1,0,2,0,0,2981,7803,1115,11899
315780,Santa Luzia,43,0,9,0,24,0,10,55823,133532,17347,206702
315790,Santa Margarida,31,0,1,0,7,0,1,4307,9232,1606,15145
315800,Santa Maria de Itabira,0,0,0,0,0,0,0,2864,6329,1368,10561
315810,Santa Maria do Salto,6,0,0,0,0,0,0,1142,3115,785,5042
315820,Santa Maria do Suaçuí,38,0,7,0,16,0,0,3941,8294,1881,14116
315920,Santa Rita de Caldas,0,0,0,0,0,0,0,1631,5672,1523,8826
315930,Santa Rita de Jacutinga,15,0,1,0,2,0,1,920,3043,902,4865
315960,Santa Rita do Sapucaí,34,0,3,0,15,0,3,9276,25167,4335,38778
315980,Santa Vitória,25,0,2,0,6,0,2,4381,11746,2570,18697
315990,Santo Antônio do Amparo,37,8,2,2,14,6,9,4234,10928,2061,17223
316030,Santo Antônio do Jacinto,0,0,0,0,0,0,0,2925,6668,1716,11309
316040,Santo Antônio do Monte,41,0,4,0,17,0,5,6382,16909,3053,26344
316070,Santos Dumont,54,6,4,2,20,4,4,10011,29566,6390,45967
316100,São Domingos do Prata,33,0,3,0,7,0,1,3751,10466,2880,17097
316110,São Francisco,54,0,5,0,29,0,0,17423,30582,5587,53592
316200,São Gonçalo do Sapucaí,28,0,4,0,9,0,2,6100,15074,3071,24245
316210,São Gotardo,26,0,3,0,12,0,3,9570,21070,3284,33924
316220,São João Batista do Glória,17,0,2,0,2,0,1,1617,4483,912,7012
316240,São João da Ponte,37,0,1,0,13,0,0,6840,14855,2872,24567
316250,São João del Rei,131,30,9,3,59,25,30,17951,56205,11576,85732
316270,São João do Paraíso,48,0,4,0,10,0,0,5806,13807,2583,22196
316280,São João Evangelista,50,0,9,0,25,0,0,4231,9007,2220,15458
316290,São João Nepomuceno,35,0,4,0,12,0,1,5625,15916,3764,25305
316370,São Lourenço,57,20,6,1,46,21,29,9576,26856,6190,42622
316390,São Pedro da União,9,0,1,0,1,0,1,982,3101,814,4897
316420,São Romão,18,0,1,0,2,0,1,2939,6368,896,10203
316430,São Roque de Minas,4,0,1,0,2,0,1,1378,4319,927,6624
316470,São Sebastião do Paraíso,265,30,11,5,236,22,24,15929,41846,8628,66403
316500,São Tiago,30,0,2,0,7,0,1,2362,6598,1520,10480
316510,São Tomás de Aquino,0,0,0,0,0,0,1,1717,4169,1070,6956
316530,São Vicente de Minas,23,0,1,0,3,0,2,1708,4421,925,7054
316570,Senador Firmino,6,0,1,0,3,0,0,1666,4380,1253,7299
316680,Serra do Salitre,13,0,2,0,2,0,1,2841,6854,967,10662
316690,Serrania,13,0,1,0,2,0,0,1933,4519,991,7443
316710,Serro,37,0,4,0,18,0,0,6110,11928,2353,20391
316720,Sete Lagoas,216,32,16,2,158,28,65,51282,145534,22213,219029
316800,Taiobeiras,74,18,11,3,50,14,10,8466,19327,3502,31295
316840,Tarumirim,49,0,6,0,12,0,0,3377,8212,2351,13940
316850,Teixeiras,15,0,0,0,0,0,0,2418,7143,1756,11317
316860,Teófilo Otoni,251,35,5,2,172,27,60,34427,84238,17066,135731
316870,Timóteo,39,8,3,1,29,8,23,19104,54665,8755,82524
316890,Tiros,14,0,1,0,1,0,0,1407,4220,1129,6756
316920,Tombos,30,0,0,0,0,0,1,1856,5699,1544,9099
316930,Três Corações,101,15,8,4,62,11,20,19107,47158,7960,74225
316935,Três Marias,23,0,3,0,13,0,4,7351,18788,2693,28832
316940,Três Pontas,67,10,3,1,35,9,15,13558,34560,6177,54295
316970,Turmalina,39,0,4,0,22,0,0,4665,11423,1827,17915
316990,Ubá,188,34,12,5,95,29,31,24070,68147,11334,103551
317010,Uberaba,593,74,27,3,341,45,191,68038,200419,38202,306659
317020,Uberlândia,809,137,37,6,546,108,334,148605,417526,63259,629390
317040,Unaí,64,0,5,0,47,0,7,20476,51166,7364,79006
317043,União de Minas,32,0,1,0,2,0,7,948,2822,506,4276
317052,Urucuia,30,0,1,0,4,0,4,3890,8030,1308,13228
317070,Varginha,163,44,14,4,86,43,37,29686,83429,13460,126575
317080,Várzea da Palma,35,0,1,0,13,0,2,9026,23106,3268,35400
317090,Varzelândia,23,0,2,0,4,0,0,5773,10675,2099,18547
317100,Vazante,27,0,2,0,3,0,0,4715,12934,2018,19667
317120,Vespasiano,61,0,5,0,15,0,1,32033,70617,7953,110603
317130,Viçosa,121,19,6,2,64,18,22,16732,49133,8099,73964
317160,Virgem da Lapa,39,0,1,0,3,0,0,3144,8214,1853,13211
317170,Virgínia,25,0,2,0,3,0,1,1884,5409,1186,8479
317180,Virginópolis,48,0,4,0,8,0,0,2828,6244,1458,10530
317200,Visconde do Rio Branco,52,10,6,2,30,9,10,8993,24875,4884,38752
320010,Afonso Cláudio,52,0,3,0,12,0,1,7394,19292,4090,30776
320020,Alegre,43,0,2,0,9,0,1,7296,19118,4305,30719
320040,Anchieta,53,0,2,0,6,0,2,6477,15900,2651,25028
320050,Apiacá,16,0,0,0,0,0,1,1619,4611,1127,7357
320060,Aracruz,93,8,5,2,33,6,5,23924,54558,6929,85411
320070,Atilio Vivacqua,10,0,1,0,2,0,0,2524,6417,1182,10123
320080,Baixo Guandu,51,0,7,0,17,0,8,7400,18043,3916,29359
320090,Barra de São Francisco,61,0,0,0,0,0,13,11019,25790,4941,41750
320100,Boa Esperança,0,0,3,0,6,0,1,3710,8887,1570,14167
320120,Cachoeiro de Itapemirim,351,69,19,4,280,68,125,47173,125184,21291,193648
320130,Cariacica,184,6,3,1,129,3,76,97099,228602,31812,357513
320140,Castelo,31,0,4,0,19,0,8,7929,22757,4627,35313
320150,Colatina,335,55,6,3,123,39,63,26819,74994,13085,114898
320160,Conceição da Barra,16,0,0,0,0,0,1,8159,17468,2673,28300
320170,Conceição do Castelo,20,0,1,0,2,0,2,2949,7442,1432,11823
320190,Domingos Martins,93,0,6,0,24,0,2,8160,20634,3672,32466
320210,Ecoporanga,46,0,4,0,6,0,1,5800,14194,2873,22867
320230,Guaçuí,76,10,8,4,31,7,15,7383,17413,3597,28393
320240,Guarapari,59,0,7,0,25,0,10,29060,68801,11672,109533
320245,Ibatiba,41,0,2,0,10,0,1,6210,14186,2435,22831
320260,iconha,26,0,0,0,0,0,0,2597,8573,1540,12710
320270,Itaguaçu,47,0,1,0,1,0,1,2841,8876,2200,13917
320280,Itapemirim,120,0,9,0,36,0,3,9128,19528,3362,32018
320290,Itarana,35,0,1,0,2,0,1,2271,6843,1608,10722
320300,Iúna,56,0,4,0,15,0,3,7105,17307,2841,27253
320305,Jaguaré,22,0,1,0,5,0,1,7867,15981,2088,25936
320310,Jerônimo Monteiro,26,0,2,0,15,0,1,2684,6742,1628,11054
320313,João Neiva,32,0,1,0,6,0,1,3489,10447,2062,15998
320316,Laranja da Terra,23,0,2,0,3,0,0,2070,6879,1715,10664
320320,Linhares,146,25,12,3,119,18,54,41474,93469,12482,147425
320340,Mimoso do Sul,46,0,3,0,15,0,2,5479,16482,3421,25382
320350,Montanha,32,0,3,0,7,0,0,4527,10990,2418,17935
320360,Mucurici,19,0,2,0,4,0,0,1486,3448,749,5683
320370,Muniz Freire,34,0,1,0,2,0,1,4749,11145,2176,18070
320380,Muqui,38,0,1,0,1,0,0,3322,9115,2007,14444
320390,Nova Venécia,40,0,8,0,18,0,3,12228,29726,5004,46958
320400,Pancas,9,0,0,0,0,0,0,5252,13371,2494,21117
320405,Pedro Canário,30,0,2,0,7,0,1,6752,14827,2123,23702
320410,Pinheiros,32,0,3,0,10,0,0,6512,14936,2760,24208
320420,Piúma,12,0,0,0,0,0,0,5175,11810,2024,19009
320435,Rio Bananal,26,0,1,0,2,0,0,4390,11548,1854,17792
320450,Santa Leopoldina,25,0,1,0,9,0,3,2728,7725,1551,12004
320455,Santa Maria de Jetibá,56,0,4,0,14,0,5,9844,22573,3359,35776
320460,Santa Teresa,58,7,3,2,29,7,23,5041,14129,3092,22262
320470,São Gabriel da Palha,20,0,1,0,2,0,6,7743,21475,3442,32660
320480,São José do Calçado,71,7,5,2,22,3,6,2520,6295,1681,10496
320490,São Mateus,205,10,23,2,147,10,72,31870,71414,9453,112737
320500,Serra,475,91,9,5,305,49,176,123367,279002,29984,432353
320503,Vargem Alta,27,0,1,0,1,0,1,4987,12184,2012,19183
320506,Venda Nova do Imigrante,61,0,4,0,23,0,15,5213,14002,2147,21362
320520,Vila Velha,415,56,29,4,305,48,218,103448,283643,45596,432687
320530,Vitória,1154,149,31,4,660,103,336,73868,223947,40115,337930
330010,Angra dos Reis,275,12,15,2,152,10,52,47412,116023,14745,178180
330015,Aperibé,35,0,2,0,11,0,2,2404,6757,1518,10679
330020,Araruama,94,13,2,3,42,12,50,29305,71884,16028,117217
330022,Areal,21,0,2,0,4,0,2,2898,7433,1420,11751
330023,Armação dos Búzios,48,0,4,0,29,0,0,9098,19177,2430,30705
330025,Arraial do Cabo,73,14,1,0,17,0,4,6924,17868,3613,28405
330030,Barra do Piraí,230,7,3,1,123,7,13,21115,61202,12843,95160
330040,Barra Mansa,183,16,11,1,140,14,39,40580,116589,21872,179041
330045,Belford Roxo,157,0,20,0,50,0,28,130482,302109,45170,477761
330050,Bom Jardim,59,0,3,0,16,0,3,5274,16523,3292,25089
330060,Bom Jesus do Itabapoana,70,5,7,2,39,5,6,8572,22185,5262,36019
330070,Cabo Frio,319,22,4,1,103,6,37,51343,124068,21080,196491
330080,Cachoeiras de Macacu,103,0,2,0,30,0,1,13968,35156,6547,55671
330090,Cambuci,42,4,1,1,7,2,4,2964,9241,2506,14711
330100,Campos dos Goytacazes,1104,124,40,17,540,89,270,124756,298717,56058,479531
330110,Cantagalo,71,0,3,0,17,0,6,4456,12265,2874,19595
330120,Carmo,36,0,1,0,14,0,2,4057,11137,2433,17627
330130,Casimiro de Abreu,71,0,3,0,18,0,0,9723,23967,3970,37660
330140,Conceição de Macabu,36,0,1,0,3,0,2,5315,13617,2545,21477
330150,Cordeiro,38,0,2,0,11,0,1,4737,13103,2834,20674
330160,Duas Barras,16,0,1,0,5,0,1,2611,7041,1287,10939
330170,Duque de Caxias,738,42,39,1,601,28,157,233959,555382,87391,876732
330180,Engenheiro Paulo de Frontin,23,0,1,0,4,0,1,2756,8733,1866,13355
330185,Guapimirim,71,0,3,0,32,0,1,13989,33868,5428,53285
330190,Itaboraí,306,5,18,1,134,4,17,57593,143602,22883,224078
330200,Itaguaí,94,0,5,0,40,0,17,31154,72724,10732,114610
330205,Italva,0,0,0,0,0,0,0,2880,8863,2485,14228
330210,Itaocara,40,0,4,0,16,0,11,4873,14359,3858,23090
330220,Itaperuna,223,75,5,4,139,48,55,21319,62844,13327,97490
330225,Itatiaia,36,0,2,0,10,0,6,7279,19010,3153,29442
330230,Laje do Muriaé,30,0,1,0,1,0,1,1779,4562,1051,7392
330240,Macaé,237,26,23,4,172,20,114,59199,147161,16802,223162
330250,Magé,142,0,8,0,90,0,9,63323,144197,25019,232539
330260,Mangaratiba,62,0,5,0,25,0,3,9357,24379,4701,38437
330270,Maricá,108,0,7,0,91,0,12,31316,87857,17594,136767
330280,Mendes,0,0,1,0,4,0,0,3880,11604,2670,18154
330285,Mesquita,100,0,1,0,96,0,22,42869,108504,19673,171046
330290,Miguel Pereira,99,0,5,0,32,0,3,5651,15205,4136,24992
330300,Miracema,41,6,3,1,15,2,7,6464,16440,3888,26792
330310,Natividade,46,0,3,0,10,0,2,3432,9286,2339,15057
330320,Nilópolis,88,6,0,0,51,6,24,35233,101969,20980,158182
330330,Niterói,976,82,32,4,563,45,384,98121,319062,84353,501536
330340,Nova Friburgo,401,18,22,2,312,16,31,39343,118250,26267,183860
330350,Nova Iguaçu,518,59,18,3,370,49,113,214322,510044,84706,809072
330360,Paracambi,54,0,4,0,12,0,2,10004,32568,5807,48379
330370,Paraíba do Sul,102,7,3,1,44,7,17,9951,25945,5640,41536
330380,Paraty,37,0,4,0,28,0,3,10785,24579,3589,38953
330390,Petrópolis,1027,58,32,4,805,47,140,68592,188565,42868,300025
330395,Pinheiral,29,0,2,0,7,0,2,5609,15172,2527,23308
330400,Piraí,51,0,3,0,19,0,6,6562,17381,3358,27301
330410,Porciúncula,1,0,0,0,0,0,2,4174,11135,2411,17720
330411,Porto Real,45,6,2,1,11,3,7,4899,11170,1542,17611
330412,Quatis,33,0,2,0,7,0,0,3117,8422,1497,13036
330414,Queimados,67,0,12,0,20,0,1,40210,88841,13199,142250
330415,Quissamã,74,6,3,2,21,5,4,5708,13349,2384,21441
330420,Resende,158,19,12,1,88,15,94,29751,79832,13459,123042
330430,Rio Bonito,87,5,6,1,58,5,6,13761,36354,6745,56860
